Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway
Acadia Limited FWD,GMC,2017,ICE,6.0,3.6,Automatic 6-spd,37512,4520.833333333334,18.0,0.0,0.0,22.114,0.0,0.0,0.0,14.9703,18.5,30.8
Navigator 2WD,Lincoln,2017,ICE,6.0,3.5,Automatic (S6),37513,6500.0,17.0,0.0,0.0,21.2439,0.0,0.0,0.0,15.3495,19.0,29.5
Navigator L 2WD,Lincoln,2017,ICE,6.0,3.5,Automatic (S6),37514,6500.0,17.0,0.0,0.0,19.5559,0.0,0.0,0.0,14.7421,18.2,27.0
Enclave AWD,Buick,2017,ICE,6.0,3.6,Automatic 6-spd,37515,5500.0,17.0,0.0,0.0,21.6461,0.0,0.0,0.0,14.666,18.1,30.1
Expedition 4WD,Ford,2017,ICE,6.0,3.5,Automatic (S6),37517,6400.0,17.0,0.0,0.0,19.9361,0.0,0.0,0.0,14.540699999999998,17.9356,27.5606
Expedition EL 4WD,Ford,2017,ICE,6.0,3.5,Automatic (S6),37518,6400.0,16.0,0.0,0.0,19.3196,0.0,0.0,0.0,14.532599999999999,17.925,26.652300000000004
Acadia Limited AWD,GMC,2017,ICE,6.0,3.6,Automatic 6-spd,37519,4520.833333333334,17.0,0.0,0.0,21.6461,0.0,0.0,0.0,14.666,18.1,30.1
Navigator 4WD,Lincoln,2017,ICE,6.0,3.5,Automatic (S6),37520,6500.0,17.0,0.0,0.0,19.9361,0.0,0.0,0.0,14.5407,17.9356,27.5606
Navigator L 4WD,Lincoln,2017,ICE,6.0,3.5,Automatic (S6),37521,6500.0,16.0,0.0,0.0,18.9434,0.0,0.0,0.0,14.5898,18.0,26.1
86,Toyota,2017,ICE,4.0,2.0,Automatic (S6),37529,3125.0,27.0,0.0,0.0,32.2893,0.0,0.0,0.0,23.808,30.6,46.6
Shelby GT350 Mustang,Ford,2017,ICE,8.0,5.2,Manual 6-spd,37530,4062.5,16.0,0.0,0.0,20.7732,0.0,0.0,0.0,13.6716,16.8,28.8
Sonata Hybrid SE,Hyundai,2017,HEV,4.0,2.0,Automatic (AM6),37531,3836.5384615384614,42.0,0.0,0.0,44.7597,0.0,0.0,0.0,39.2722,54.5,63.29999999999999
Sonata Hybrid,Hyundai,2017,HEV,4.0,2.0,Automatic (AM6),37532,3836.5384615384614,40.0,0.0,0.0,42.859,0.0,0.0,0.0,38.1876,52.873,61.092099999999995
Maxima,Nissan,2017,ICE,6.0,3.5,Automatic (AV-S7),37533,3833.3333333333335,25.0,0.0,0.0,30.1711,0.0,0.0,0.0,21.0,27.6525,43.2173
Camry,Toyota,2017,ICE,6.0,3.5,Automatic (S6),37534,3750.0,24.0,0.0,0.0,29.7637,0.0,0.0,0.0,21.1353,26.839700000000004,42.5724
K900,Kia,2017,ICE,6.0,3.8,Automatic (S8),37539,4875.0,20.0,0.0,0.0,25.3476,0.0,0.0,0.0,17.0031,21.2,35.7
Tucson FWD,Hyundai,2017,ICE,4.0,2.0,Automatic (S6),37541,4000.0,26.0,0.0,0.0,30.3494,0.0,0.0,0.0,23.315299999999997,29.899999999999995,43.5
Tucson FWD,Hyundai,2017,ICE,4.0,1.6,Automatic (AM7),37542,4000.0,27.0,0.0,0.0,29.7811,0.0,0.0,0.0,24.8563,32.1,42.6
Tucson Eco FWD,Hyundai,2017,ICE,4.0,1.6,Automatic (AM7),37543,4000.0,28.0,0.0,0.0,31.8536,0.0,0.0,0.0,26.0325,33.8,45.9
Tucson AWD,Hyundai,2017,ICE,4.0,2.0,Automatic (S6),37544,4000.0,23.0,0.0,0.0,25.7386,0.0,0.0,0.0,21.3942,27.2,36.3
Tucson AWD,Hyundai,2017,ICE,4.0,1.6,Automatic (AM7),37545,4000.0,25.0,0.0,0.0,27.549400000000002,0.0,0.0,0.0,23.7377,30.5,39.1
Tucson Eco AWD,Hyundai,2017,ICE,4.0,1.6,Automatic (AM7),37546,4000.0,27.0,0.0,0.0,30.0971,0.0,0.0,0.0,24.8563,32.1,43.1
XC90 AWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37547,5000.0,22.0,0.0,0.0,24.5622,0.0,0.0,0.0,20.4122,25.8739,36.3864
S60 Inscription FWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37550,4100.0,29.0,0.0,0.0,36.3927,0.0,0.0,0.0,25.3422,32.8,53.3
S60 FWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37551,4100.0,29.0,0.0,0.0,36.3927,0.0,0.0,0.0,25.3422,32.8,53.3
S60 Inscription AWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37552,4100.0,26.0,0.0,0.0,31.2565,0.0,0.0,0.0,22.6061,28.8979,44.9443
S60 AWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37553,4100.0,26.0,0.0,0.0,31.2565,0.0,0.0,0.0,22.6061,28.8979,44.9443
S60 CC AWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37554,4100.0,25.0,0.0,0.0,30.349399999999996,0.0,0.0,0.0,21.824,27.8,43.5
Forte,Kia,2017,ICE,4.0,2.0,Manual 6-spd,37556,3232.142857142857,28.0,0.0,0.0,34.3867,0.0,0.0,0.0,24.9954,32.3,50.0
S90 FWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37557,4375.0,27.0,0.0,0.0,33.5269,0.0,0.0,0.0,23.3153,29.9,48.6
S90 AWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37558,4375.0,25.0,0.0,0.0,30.7898,0.0,0.0,0.0,21.7524,27.7,44.2
K900,Kia,2017,ICE,8.0,5.0,Automatic (S8),37559,4875.0,18.0,0.0,0.0,22.6577,0.0,0.0,0.0,14.8479,18.339,31.6162
V60 FWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37560,4250.0,29.0,0.0,0.0,36.3927,0.0,0.0,0.0,25.3422,32.8,53.3
V60 AWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37561,4250.0,26.0,0.0,0.0,31.5415,0.0,0.0,0.0,22.2876,28.4499,45.4
V60 CC AWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37562,4250.0,25.0,0.0,0.0,30.3494,0.0,0.0,0.0,21.824,27.8,43.5
XC60 FWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37564,4416.666666666667,26.0,0.0,0.0,30.3494,0.0,0.0,0.0,22.6786,29.0,43.5
XC60 AWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37565,4416.666666666667,22.0,0.0,0.0,26.6071,0.0,0.0,0.0,19.9095,25.1451,37.6385
Aventador Coupe,Lamborghini,2017,ICE,12.0,6.5,Automatic (AM-S7),37567,4140.625,13.0,0.0,0.0,18.4729,0.0,0.0,0.0,10.6055,12.6,25.2
Aventador Roadster,Lamborghini,2017,ICE,12.0,6.5,Automatic (AM-S7),37568,4140.625,13.0,0.0,0.0,17.6917,0.0,0.0,0.0,10.3305,12.2235,23.7565
Boxster,Porsche,2017,ICE,4.0,2.0,Manual 6-spd,37569,3468.75,24.0,0.0,0.0,28.3824,0.0,0.0,0.0,21.3224,27.1,40.4
Boxster,Porsche,2017,ICE,4.0,2.0,Automatic (AM-S7),37570,3468.75,25.0,0.0,0.0,29.4644,0.0,0.0,0.0,22.3233,28.5,42.1
Boxster S,Porsche,2017,ICE,4.0,2.5,Manual 6-spd,37571,3468.75,22.0,0.0,0.0,26.1286,0.0,0.0,0.0,19.5124,24.6,36.9
Boxster S,Porsche,2017,ICE,4.0,2.5,Automatic (AM-S7),37572,3468.75,24.0,0.0,0.0,27.9345,0.0,0.0,0.0,21.2505,27.0,39.7
Mustang,Ford,2017,ICE,4.0,2.3,Manual 6-spd,37573,4062.5,24.0,0.0,0.0,30.0971,0.0,0.0,0.0,21.0,28.0,43.1
Mustang,Ford,2017,ICE,4.0,2.3,Automatic (S6),37574,4062.5,24.0,0.0,0.0,30.0,0.0,0.0,0.0,21.2505,27.0,44.0
Mustang Convertible,Ford,2017,ICE,4.0,2.3,Automatic (S6),37575,4062.5,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.2632,25.6322,41.4429
Mustang,Ford,2017,ICE,6.0,3.7,Automatic (S6),37576,4062.5,21.0,0.0,0.0,26.871,0.0,0.0,0.0,18.0,23.2811,38.0468
Mustang,Ford,2017,ICE,6.0,3.7,Manual 6-spd,37577,4062.5,21.0,0.0,0.0,26.7761,0.0,0.0,0.0,17.5243,21.9,37.9
Mustang,Ford,2017,ICE,8.0,5.0,Manual 6-spd,37578,4062.5,18.0,0.0,0.0,25.1319,0.0,0.0,0.0,15.2562,18.5,35.3
Mustang Convertible,Ford,2017,ICE,8.0,5.0,Automatic (S6),37579,4062.5,18.0,0.0,0.0,23.2156,0.0,0.0,0.0,15.3077,18.9448,32.4571
Mustang,Ford,2017,ICE,8.0,5.0,Automatic (S6),37580,4062.5,18.0,0.0,0.0,24.431,0.0,0.0,0.0,15.0,19.6,34.3
Mustang Performance Package,Ford,2017,ICE,4.0,2.3,Manual 6-spd,37581,4062.5,24.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,28.0,43.1
Mustang Performance Package,Ford,2017,ICE,4.0,2.3,Automatic (S6),37582,4062.5,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.0,27.0,44.0
Mustang Performance Package,Ford,2017,ICE,8.0,5.0,Manual 6-spd,37583,4062.5,17.0,0.0,0.0,23.0,0.0,0.0,0.0,14.0,18.5,35.3
Mustang Convertible,Ford,2017,ICE,4.0,2.3,Manual 6-spd,37584,4062.5,23.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,28.0,43.1
Mustang Convertible,Ford,2017,ICE,8.0,5.0,Manual 6-spd,37585,4062.5,17.0,0.0,0.0,23.0,0.0,0.0,0.0,14.0,18.5,35.3
XTS AWD,Cadillac,2017,ICE,6.0,3.6,Automatic (S6),37589,4906.25,20.0,0.0,0.0,26.0636,0.0,0.0,0.0,17.1523,21.4,36.8
Explorer FWD,Ford,2017,ICE,4.0,2.3,Automatic (S6),37595,4875.0,22.0,0.0,0.0,27.4208,0.0,0.0,0.0,18.6331,23.4,38.9
Explorer FWD,Ford,2017,ICE,6.0,3.5,Automatic (S6),37596,4875.0,20.0,0.0,0.0,24.2996,0.0,0.0,0.0,16.9285,21.1,34.1
Explorer 2WD FFV,Ford,2017,FCV,6.0,3.5,Automatic (S6),37597,4875.0,20.0,0.0,0.0,24.2996,0.0,0.0,0.0,16.9285,21.1,34.1
Explorer AWD,Ford,2017,ICE,4.0,2.3,Automatic (S6),37598,4875.0,21.0,0.0,0.0,25.3952,0.0,0.0,0.0,17.9281,22.4446,35.773
Explorer AWD,Ford,2017,ICE,6.0,3.5,Automatic (S6),37599,4875.0,19.0,0.0,0.0,22.5138,0.0,0.0,0.0,16.3295,20.3,31.4
Explorer AWD FFV,Ford,2017,FCV,6.0,3.5,Automatic (S6),37600,4875.0,19.0,0.0,0.0,22.5138,0.0,0.0,0.0,16.3295,20.3,31.4
Cayenne Turbo,Porsche,2017,ICE,8.0,4.8,Automatic (S8),37602,5333.333333333333,17.0,0.0,0.0,20.9751,0.0,0.0,0.0,14.2081,17.5,29.100000000000005
Cayenne Turbo S,Porsche,2017,ICE,8.0,4.8,Automatic (S8),37603,5333.333333333333,17.0,0.0,0.0,20.9751,0.0,0.0,0.0,14.2081,17.5,29.100000000000005
BRZ,Subaru,2017,ICE,4.0,2.0,Manual 6-spd,37609,3125.0,24.0,0.0,0.0,29.1122,0.0,0.0,0.0,21.1271,26.8283,41.5452
BRZ,Subaru,2017,ICE,4.0,2.0,Automatic (S6),37610,3125.0,27.0,0.0,0.0,32.7237,0.0,0.0,0.0,24.2984,31.3,47.3
Camaro,Chevrolet,2017,ICE,6.0,3.6,Automatic (S8),37611,4000.0,22.0,0.0,0.0,27.5113,0.0,0.0,0.0,19.3307,24.3513,39.0407
Camaro,Chevrolet,2017,ICE,8.0,6.2,Manual 6-spd,37612,4000.0,19.0,0.0,0.0,24.9093,0.0,0.0,0.0,16.4796,20.5,33.8
Camaro,Chevrolet,2017,ICE,4.0,2.0,Manual 6-spd,37613,4000.0,23.0,0.0,0.0,29.5006,0.0,0.0,0.0,19.8496,25.0627,42.1571
Camaro,Chevrolet,2017,ICE,4.0,2.0,Automatic (S8),37614,4000.0,25.0,0.0,0.0,30.5631,0.0,0.0,0.0,21.5782,27.4567,43.8395
Camaro,Chevrolet,2017,ICE,6.0,3.6,Manual 6-spd,37615,4000.0,20.0,0.0,0.0,27.8044,0.0,0.0,0.0,16.3414,20.3158,37.2598
Camaro,Chevrolet,2017,ICE,8.0,6.2,Automatic (S8),37616,4000.0,20.0,0.0,0.0,27.0,0.0,0.0,0.0,16.5545,20.6,39.2
ATS,Cadillac,2017,ICE,4.0,2.0,Manual 6-spd,37618,3781.25,23.0,0.0,0.0,29.4439,0.0,0.0,0.0,19.909,25.1444,42.0676
CT 200h,Lexus,2017,HEV,4.0,1.8,Automatic (variable gear ratios),37619,3500.0,42.0,0.0,0.0,40.1563,0.0,0.0,0.0,42.8325,57.9193,56.9915
Fusion AWD,Ford,2017,ICE,6.0,2.7,Automatic (S6),37620,3970.833333333333,20.0,0.0,0.0,26.1286,0.0,0.0,0.0,17.0,22.1,36.9
Accord,Honda,2017,ICE,6.0,3.5,Manual 6-spd,37621,3714.0151515151515,21.0,0.0,0.0,27.6454,0.0,0.0,0.0,18.1539,22.7499,39.2494
Accord,Honda,2017,ICE,6.0,3.5,Automatic 6-spd,37622,3714.0151515151515,25.0,0.0,0.0,33.4653,0.0,0.0,0.0,21.2357,26.9794,48.5
Accord,Honda,2017,ICE,6.0,3.5,Automatic (S6),37623,3714.0151515151515,24.0,0.0,0.0,31.5725,0.0,0.0,0.0,20.6741,26.2,45.4495
Accord,Honda,2017,ICE,4.0,2.4,Manual 6-spd,37624,3714.0151515151515,26.0,0.0,0.0,32.4754,0.0,0.0,0.0,22.989099999999997,29.4383,46.89950000000001
Accord,Honda,2017,ICE,4.0,2.4,Automatic (variable gear ratios),37625,3714.0151515151515,30.0,0.0,0.0,35.7245,0.0,0.0,0.0,26.885900000000003,35.0449,52.1955
Accord,Honda,2017,ICE,4.0,2.4,Automatic (AV-S7),37626,3714.0151515151515,29.0,0.0,0.0,34.1173,0.0,0.0,0.0,26.0438,33.8164,49.560399999999994
Ghibli V6 SQ4 AWD,Maserati,2017,ICE,6.0,3.0,Automatic 8-spd,37629,4750.0,19.0,0.0,0.0,23.6407,0.0,0.0,0.0,15.9535,19.8,33.1
Ghibli V6,Maserati,2017,ICE,6.0,3.0,Automatic 8-spd,37630,4750.0,19.0,0.0,0.0,23.904700000000002,0.0,0.0,0.0,16.7042,20.8,33.5
Ghibli S RWD,Maserati,2017,ICE,6.0,3.0,Automatic 8-spd,37631,4750.0,19.0,0.0,0.0,23.574699999999996,0.0,0.0,0.0,16.2544,20.2,33.0
Quattroporte GTS,Maserati,2017,ICE,8.0,3.8,Automatic 8-spd,37634,4833.333333333333,17.0,0.0,0.0,21.7799,0.0,0.0,0.0,14.589800000000002,18.0,30.3
Quattroporte SQ4 V6,Maserati,2017,ICE,6.0,3.0,Automatic 8-spd,37635,4833.333333333333,18.0,0.0,0.0,22.9126,0.0,0.0,0.0,15.727399999999998,19.5,32.0
Quattroporte S,Maserati,2017,ICE,6.0,3.0,Automatic 8-spd,37636,4833.333333333333,18.0,0.0,0.0,22.9126,0.0,0.0,0.0,15.8028,19.6,32.0
Fit,Honda,2017,ICE,4.0,1.5,Automatic (variable gear ratios),37637,2900.0,36.0,0.0,0.0,39.584,0.0,0.0,0.0,33.4129,44.8998,58.6496
Fit,Honda,2017,ICE,4.0,1.5,Automatic (AV-S7),37638,2900.0,34.0,0.0,0.0,37.2041,0.0,0.0,0.0,31.8309,42.4556,54.6484
Fit,Honda,2017,ICE,4.0,1.5,Manual 6-spd,37639,2900.0,32.0,0.0,0.0,35.7551,0.0,0.0,0.0,28.7301,37.7689,52.246
Tiguan,Volkswagen,2017,ICE,4.0,2.0,Automatic (S6),37670,3982.142857142857,22.0,0.0,0.0,24.4384,0.0,0.0,0.0,20.0697,25.3655,34.3112
Envision AWD,Buick,2017,ICE,4.0,2.5,Automatic 6-spd,37671,4200.0,24.0,0.0,0.0,27.8704,0.0,0.0,0.0,21.1786,26.9,39.6
Envision AWD,Buick,2017,ICE,4.0,2.0,Automatic 6-spd,37672,4200.0,22.0,0.0,0.0,25.9595,0.0,0.0,0.0,19.9494,25.2,36.1
Discovery Sport,Land Rover,2017,ICE,4.0,2.0,Automatic (S9),37673,5000.0,22.0,0.0,0.0,25.478,0.0,0.0,0.0,19.6583,24.8,35.9
Escalade 2WD,Cadillac,2017,ICE,8.0,6.2,Automatic 8-spd,37676,6000.0,17.0,0.0,0.0,21.5122,0.0,0.0,0.0,14.9703,18.5,29.9
XC90 FWD,Volvo,2017,ICE,4.0,2.0,Automatic (S8),37687,5000.0,24.0,0.0,0.0,25.8,0.0,0.0,0.0,22.1,28.1,41.7
Escalade 4WD,Cadillac,2017,ICE,8.0,6.2,Automatic 8-spd,37688,6000.0,17.0,0.0,0.0,20.0643,0.0,0.0,0.0,14.5878,17.9974,27.75
Levante S,Maserati,2017,ICE,6.0,3.0,Automatic 8-spd,37699,5250.0,16.0,0.0,0.0,19.216,0.0,0.0,0.0,14.1316,17.4,26.5
Levante,Maserati,2017,ICE,6.0,3.0,Automatic 8-spd,37700,5250.0,16.0,0.0,0.0,19.6917,0.0,0.0,0.0,14.3609,17.7,27.2
Cayenne,Porsche,2017,ICE,6.0,3.6,Automatic (S8),37701,5333.333333333333,20.0,0.0,0.0,24.1023,0.0,0.0,0.0,18.1909,22.8,33.8
Cayenne Platinum,Porsche,2017,ICE,6.0,3.6,Automatic (S8),37702,5333.333333333333,19.0,0.0,0.0,23.0453,0.0,0.0,0.0,17.3012,21.600000000000005,32.2
XC90 AWD PHEV,Volvo,2017,PHEV,4.0,2.0,Automatic (S8),37703,5000.0,25.0,0.346,60.0,26.953,13.3,0.0,0.0,23.7174,30.4711,38.1739
Continental GT,Bentley,2017,ICE,8.0,4.0,Automatic (S8),37715,5791.666666666667,18.0,0.0,0.0,25.0592,0.0,0.0,0.0,14.6199,19.1,33.5
A6 quattro,Audi,2017,ICE,6.0,3.0,Automatic (S8),37717,4625.0,24.0,0.0,0.0,28.7575,0.0,0.0,0.0,20.5177,25.9836,40.9879
GTC4Lusso,Ferrari,2017,ICE,12.0,6.3,Automatic (AM7),37723,4750.0,13.0,0.0,0.0,16.5594,0.0,0.0,0.0,11.5702,14.0895,22.6228
Camry,Toyota,2017,ICE,4.0,2.5,Automatic (S6),37724,3750.0,27.0,0.0,0.0,32.8186,0.0,0.0,0.0,23.986,30.853799999999996,47.4531
Passat,Volkswagen,2017,ICE,6.0,3.6,Automatic (AM-S6),37725,3720.8333333333335,23.0,0.0,0.0,27.8048,0.0,0.0,0.0,19.7174,23.9,37.3
Passat,Volkswagen,2017,ICE,4.0,1.8,Automatic (S6),37726,3720.8333333333335,27.0,0.0,0.0,33.5885,0.0,0.0,0.0,23.3153,29.9,48.7
A8 L,Audi,2017,ICE,6.0,3.0,Automatic (S8),37727,4866.666666666667,22.0,0.0,0.0,29.3211,0.0,0.0,0.0,18.6853,23.5657,39.6
A8 L,Audi,2017,ICE,8.0,4.0,Automatic (S8),37728,4866.666666666667,22.0,0.0,0.0,28.5015,0.0,0.0,0.0,17.9485,22.278,39.1
Azera Limited,Hyundai,2017,ICE,6.0,3.3,Automatic (S6),37729,4125.0,22.0,0.0,0.0,27.8704,0.0,0.0,0.0,18.927,23.8,39.6
Azera,Hyundai,2017,ICE,6.0,3.3,Automatic (S6),37730,4125.0,23.0,0.0,0.0,28.3824,0.0,0.0,0.0,19.6583,24.8,40.4
Patriot FWD,Jeep,2017,ICE,4.0,2.4,Automatic 6-spd,37731,3562.5,23.0,0.0,0.0,27.0988,0.0,0.0,0.0,20.8185,26.4,38.4
Compass FWD,Jeep,2017,ICE,4.0,2.4,Automatic 6-spd,37732,3568.75,23.0,0.0,0.0,27.0988,0.0,0.0,0.0,20.8185,26.4,38.4
Q5,Audi,2017,FCV,4.0,2.0,Automatic (S8),37733,4659.090909090909,22.0,0.0,0.0,27.2277,0.0,0.0,0.0,19.6583,24.8,38.6
Patriot 4WD,Jeep,2017,ICE,4.0,2.4,Automatic 6-spd,37734,3562.5,22.0,0.0,0.0,25.478,0.0,0.0,0.0,20.1673,25.5,35.9
Patriot 4WD,Jeep,2017,ICE,4.0,2.4,Manual 5-spd,37735,3562.5,24.0,0.0,0.0,26.9053,0.0,0.0,0.0,22.1096,28.2,38.1
Compass 4WD,Jeep,2017,ICE,4.0,2.4,Automatic (variable gear ratios),37736,3568.75,21.0,0.0,0.0,22.8462,0.0,0.0,0.0,20.0221,25.3,31.9
Compass 4WD,Jeep,2017,ICE,4.0,2.4,Automatic 6-spd,37737,3568.75,22.0,0.0,0.0,25.478,0.0,0.0,0.0,20.1673,25.5,35.9
Compass 4WD,Jeep,2017,ICE,4.0,2.4,Manual 5-spd,37738,3568.75,24.0,0.0,0.0,26.9053,0.0,0.0,0.0,22.1096,28.2,38.1
Patriot 4WD,Jeep,2017,ICE,4.0,2.4,Automatic (variable gear ratios),37739,3562.5,21.0,0.0,0.0,22.8462,0.0,0.0,0.0,20.0221,25.3,31.9
S5,Audi,2017,ICE,6.0,3.0,Automatic (AM-S7),37744,4416.666666666667,21.0,0.0,0.0,27.558,0.0,0.0,0.0,18.117,22.4,35.8
S5 Cabriolet,Audi,2017,ICE,6.0,3.0,Automatic (AM-S7),37745,4416.666666666667,21.0,0.0,0.0,25.953,0.0,0.0,0.0,17.6699,22.1,34.7
S5,Audi,2017,ICE,6.0,3.0,Manual 6-spd,37746,4416.666666666667,20.0,0.0,0.0,26.023,0.0,0.0,0.0,17.0438,20.0,33.4
TLX FWD,Acura,2017,ICE,4.0,2.4,Automatic (AM-S8),37756,3875.0,28.0,0.0,0.0,34.6595,0.0,0.0,0.0,24.0,31.9972,50.446
TLX FWD,Acura,2017,ICE,6.0,3.5,Automatic (S9),37757,3875.0,25.0,0.0,0.0,34.1415,0.0,0.0,0.0,21.0,27.9,49.5998
TLX AWD,Acura,2017,ICE,6.0,3.5,Automatic (S9),37758,3875.0,25.0,0.0,0.0,31.0,0.0,0.0,0.0,21.3582,27.1499,45.3998
Verano,Buick,2017,ICE,4.0,2.4,Automatic (S6),37764,3750.0,24.0,0.0,0.0,30.9781,0.0,0.0,0.0,20.7463,26.3,44.5
ATS,Cadillac,2017,ICE,6.0,3.6,Automatic (S8),37765,3781.25,24.0,0.0,0.0,29.5278,0.0,0.0,0.0,20.3124,25.7,42.2
ATS AWD,Cadillac,2017,ICE,6.0,3.6,Automatic (S8),37766,3781.25,22.0,0.0,0.0,27.3565,0.0,0.0,0.0,19.2932,24.3,38.8
S8,Audi,2017,ICE,8.0,4.0,Automatic (S8),37768,5000.0,18.0,0.0,0.0,23.8401,0.0,0.0,0.0,14.5164,17.8,33.4
S6,Audi,2017,ICE,8.0,4.0,Automatic (AM-S7),37769,4875.0,21.0,0.0,0.0,26.6352,0.0,0.0,0.0,17.7328,21.9777,36.8
CTS,Cadillac,2017,ICE,6.0,3.6,Automatic (S8),37770,4166.666666666667,24.0,0.0,0.0,29.5278,0.0,0.0,0.0,20.3124,25.7,42.2
CTS AWD,Cadillac,2017,ICE,6.0,3.6,Automatic (S8),37771,4166.666666666667,22.0,0.0,0.0,27.3565,0.0,0.0,0.0,19.2932,24.3,38.8
CT6 AWD,Cadillac,2017,ICE,6.0,3.6,Automatic (S8),37775,4500.0,21.0,0.0,0.0,26.6233,0.0,0.0,0.0,18.3399,23.001899999999996,37.6636
CT6 AWD,Cadillac,2017,ICE,6.0,3.0,Automatic (S8),37776,4500.0,21.0,0.0,0.0,25.8687,0.0,0.0,0.0,18.117,22.7,36.5
Envision FWD,Buick,2017,ICE,4.0,2.5,Automatic 6-spd,37784,4200.0,25.0,0.0,0.0,28.9563,0.0,0.0,0.0,22.3944,28.6,41.3
Journey,Dodge,2017,ICE,4.0,2.4,Automatic 4-spd,37785,4062.5,21.0,0.0,0.0,25.478,0.0,0.0,0.0,18.5595,23.3,35.9
Journey,Dodge,2017,FCV,6.0,3.6,Automatic 6-spd,37786,4062.5,19.0,0.0,0.0,24.8246,0.0,0.0,0.0,16.5545,20.6,34.9
Patriot FWD,Jeep,2017,ICE,4.0,2.0,Automatic (variable gear ratios),37787,3562.5,24.0,0.0,0.0,26.0636,0.0,0.0,0.0,21.7524,27.7,36.8
Compass FWD,Jeep,2017,ICE,4.0,2.0,Automatic (variable gear ratios),37788,3568.75,24.0,0.0,0.0,26.0636,0.0,0.0,0.0,21.7524,27.7,36.8
Q5,Audi,2017,ICE,6.0,3.0,Automatic (S8),37789,4659.090909090909,21.0,0.0,0.0,25.5746,0.0,0.0,0.0,17.8443,22.8446,35.5
SQ5,Audi,2017,ICE,6.0,3.0,Automatic (S8),37790,4750.0,19.0,0.0,0.0,23.6581,0.0,0.0,0.0,16.7285,20.8,32.9
Journey AWD,Dodge,2017,ICE,6.0,3.6,Automatic 6-spd,37791,4062.5,19.0,0.0,0.0,23.5747,0.0,0.0,0.0,16.2544,20.2,33.0
Tiguan 4motion,Volkswagen,2017,ICE,4.0,2.0,Automatic (S6),37792,3982.142857142857,21.0,0.0,0.0,23.0,0.0,0.0,0.0,19.5557,24.4033,33.5802
X5 sDrive35i,BMW,2017,ICE,6.0,3.0,Automatic (S8),37793,5291.666666666667,21.0,0.0,0.0,24.637,0.0,0.0,0.0,18.4099,23.0969,34.6138
X6 sDrive35i,BMW,2017,ICE,6.0,3.0,Automatic (S8),37794,5250.0,21.0,0.0,0.0,24.637,0.0,0.0,0.0,18.4099,23.0969,34.6138
X5 xDrive35i,BMW,2017,ICE,6.0,3.0,Automatic (S8),37795,5291.666666666667,20.0,0.0,0.0,24.111,0.0,0.0,0.0,18.0914,22.6653,33.8132
X6 xDrive35i,BMW,2017,ICE,6.0,3.0,Automatic (S8),37796,5250.0,20.0,0.0,0.0,24.111,0.0,0.0,0.0,18.0914,22.6653,33.8132
Touareg,Volkswagen,2017,ICE,6.0,3.6,Automatic (S8),37797,5250.0,19.0,0.0,0.0,22.6469,0.0,0.0,0.0,17.0777,21.3,31.6
500e,Fiat,2017,EV,,,Automatic (A1),37798,3250.0,112.0,0.0,29.9767,103.46,0.0,76.65,84.0,121.03,172.9,147.8
Cayenne S e-Hybrid,Porsche,2017,PHEV,6.0,3.0,Automatic (AM8),37799,5333.333333333333,22.0,0.36599999999999994,71.0,24.100000000000005,13.92,0.0,0.0,20.8,26.3,33.5
Viper,Dodge,2017,ICE,10.0,8.4,Manual 6-spd,37801,3750.0,14.0,0.0,0.0,18.6062,0.0,0.0,0.0,11.8318,14.3,24.7
500,Fiat,2017,ICE,4.0,1.4,Automatic 6-spd,37807,2770.833333333333,29.0,0.0,0.0,33.342,0.0,0.0,0.0,26.9235,35.1,48.3
500,Fiat,2017,ICE,4.0,1.4,Manual 5-spd,37808,2770.833333333333,34.0,0.0,0.0,38.3597,0.0,0.0,0.0,30.5414,40.4901,56.5826
500 Abarth,Fiat,2017,ICE,4.0,1.4,Automatic 6-spd,37811,2770.833333333333,27.0,0.0,0.0,31.7289,0.0,0.0,0.0,24.2984,31.3,45.7
500 Abarth,Fiat,2017,ICE,4.0,1.4,Manual 5-spd,37812,2770.833333333333,30.0,0.0,0.0,33.0332,0.0,0.0,0.0,27.5361,36.0,47.8
