Model_y,Make_y,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway
S8,Audi,2023,HEV,8.0,4.0,Automatic (S8),45863,5500.0,18.0,0.0,0.0,22.8587,0.0,0.0,0.0,14.7911,19.3,32.1972
Tacoma 2WD,Toyota,2023,ICE,6.0,3.5,Automatic (S6),45864,4625.0,21.0,0.0,0.0,23.6408,0.0,0.0,0.0,18.7066,23.5,33.1
Tacoma 2WD,Toyota,2023,ICE,4.0,2.7,Automatic (S6),45865,4625.0,21.0,0.0,0.0,23.3764,0.0,0.0,0.0,19.5124,24.600000000000005,32.7
Tacoma 4WD,Toyota,2023,ICE,6.0,3.5,Automatic (S6),45866,4625.0,20.0,0.0,0.0,22.418400000000002,0.0,0.0,0.0,18.1217,22.7063,31.256600000000002
Tacoma 4WD,Toyota,2023,ICE,6.0,3.5,Manual 6-spd,45867,4625.0,18.0,0.0,0.0,20.571,0.0,0.0,0.0,17.0777,21.3,28.5
Tacoma 4WD D-CAB MT TRD-ORP/PRO,Toyota,2023,ICE,6.0,3.5,Manual 6-spd,45868,4625.0,18.0,0.0,0.0,20.066,0.0,0.0,0.0,17.0973,21.3263,27.7525
Tacoma 4WD,Toyota,2023,ICE,4.0,2.7,Automatic (S6),45869,4625.0,20.0,0.0,0.0,22.2474,0.0,0.0,0.0,18.5595,23.3,31.0
Frontier 2WD,Nissan,2023,ICE,6.0,3.8,Automatic (S9),45870,5031.25,20.0,0.0,0.0,24.2839,0.0,0.0,0.0,18.3385,23.0,34.0761
Tundra 2WD,Toyota,2023,ICE,6.0,3.4,Automatic (S10),45871,6133.333333333333,20.0,0.0,0.0,23.6324,0.0,0.0,0.0,18.0379,22.593,33.0873
Frontier 4WD,Nissan,2023,ICE,6.0,3.8,Automatic (S9),45874,5031.25,19.0,0.0,0.0,22.0,0.0,0.0,0.0,17.0,22.2495,31.7644
Frontier 4WD PRO4X,Nissan,2023,ICE,6.0,3.8,Automatic (S9),45875,5031.25,19.0,0.0,0.0,21.9137,0.0,0.0,0.0,16.9285,21.1,30.5
Tundra 4WD,Toyota,2023,ICE,6.0,3.4,Automatic (S10),45876,6133.333333333333,19.0,0.0,0.0,22.5804,0.0,0.0,0.0,17.3012,21.600000000000005,31.5
Tundra 4WD PRO,Toyota,2023,HEV,6.0,3.4,Automatic (S10),45879,6133.333333333333,19.0,0.0,0.0,20.301,0.0,0.0,0.0,18.2647,22.899999999999995,28.100000000000005
QX50,Infiniti,2023,ICE,4.0,2.0,Automatic (AV-S8),45880,4312.5,26.0,0.0,0.0,29.0,0.0,0.0,0.0,23.0,31.3,44.0
Outlander 2WD,Mitsubishi,2023,ICE,4.0,2.5,Automatic (AV-S8),45881,4071.4285714285716,27.0,0.0,0.0,31.3373,0.0,0.0,0.0,24.0,31.609,45.0734
Pathfinder 2WD,Nissan,2023,ICE,6.0,3.5,Automatic (S9),45882,4900.0,23.0,0.0,0.0,26.5032,0.0,0.0,0.0,20.3388,25.7366,38.7038
Tiguan,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45883,4250.0,26.0,0.0,0.0,30.034,0.0,0.0,0.0,23.2447,29.8,43.0
Tiguan S,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45884,4250.0,27.0,0.0,0.0,31.2288,0.0,0.0,0.0,24.1585,31.1,44.9
QX50 AWD,Infiniti,2023,ICE,4.0,2.0,Automatic (AV-S8),45885,4312.5,25.0,0.0,0.0,28.0,0.0,0.0,0.0,22.0,29.779,41.952
Outlander 4WD,Mitsubishi,2023,ICE,4.0,2.5,Automatic (AV-S8),45886,4071.4285714285716,26.0,0.0,0.0,30.0,0.0,0.0,0.0,24.4501,31.517,44.0897
Pathfinder 4WD,Nissan,2023,ICE,6.0,3.5,Automatic (S9),45887,4900.0,23.0,0.0,0.0,27.235499999999995,0.0,0.0,0.0,21.0347,26.7,40.5
Pathfinder 4WD SL/Platinum,Nissan,2023,ICE,6.0,3.5,Automatic (S9),45888,4900.0,22.0,0.0,0.0,25.4941,0.0,0.0,0.0,20.2694,25.640800000000002,39.2212
Durango RWD,Dodge,2023,ICE,8.0,5.7,Automatic 8-spd,45889,5500.0,17.0,0.0,0.0,22.3141,0.0,0.0,0.0,14.1316,17.4,31.1
Durango AWD,Dodge,2023,ICE,6.0,3.6,Automatic 8-spd,45890,5500.0,21.0,0.0,0.0,25.1517,0.0,0.0,0.0,18.0,23.4,35.4
Durango AWD,Dodge,2023,ICE,8.0,5.7,Automatic 8-spd,45891,5500.0,17.0,0.0,0.0,21.6461,0.0,0.0,0.0,14.0551,17.3,30.1
Continental GT Convertible Speed,Bentley,2023,ICE,12.0,6.0,Automatic (AM-S8),45897,5781.25,14.0,0.0,0.0,18.2215,0.0,0.0,0.0,11.5951,14.1,25.0
Continental GT Speed,Bentley,2023,ICE,12.0,6.0,Automatic (AM-S8),45898,5781.25,15.0,0.0,0.0,19.6256,0.0,0.0,0.0,11.9795,14.3,26.1
Corolla Hatchback,Toyota,2023,ICE,4.0,2.0,Automatic (AV-S10),45899,3442.1428571428573,35.0,0.0,0.0,40.8556,0.0,0.0,0.0,31.7383,42.3137,60.8162
Corolla Hatchback XSE,Toyota,2023,ICE,4.0,2.0,Automatic (AV-S10),45900,3442.1428571428573,33.0,0.0,0.0,38.3105,0.0,0.0,0.0,29.8859,39.5,56.5
Malibu,Chevrolet,2023,ICE,4.0,1.5,Automatic (variable gear ratios),45903,3458.3333333333335,30.0,0.0,0.0,34.5748,0.0,0.0,0.0,27.4569,35.8834,50.3074
Bentayga,Bentley,2023,ICE,8.0,4.0,Automatic (S8),45905,6000.0,17.0,0.0,0.0,21.0289,0.0,0.0,0.0,14.4974,18.3,29.6
Bentayga EWB,Bentley,2023,ICE,8.0,4.0,Automatic (S8),45906,6000.0,17.0,0.0,0.0,21.0289,0.0,0.0,0.0,14.4974,18.3,29.6
Bentayga Speed,Bentley,2023,ICE,12.0,6.0,Automatic (S8),45907,6000.0,14.0,0.0,0.0,18.5337,0.0,0.0,0.0,12.2026,14.9,25.5
Corvette Z06,Chevrolet,2023,ICE,8.0,5.5,Automatic (S8),45908,3937.5,15.0,0.0,0.0,20.5777,0.0,0.0,0.0,12.1541,14.3,25.4
Corvette Z06 Carbon Aero,Chevrolet,2023,ICE,8.0,5.5,Automatic (S8),45909,3937.5,14.0,0.0,0.0,18.5718,0.0,0.0,0.0,11.7738,13.8,23.5
718 Boxster,Porsche,2023,ICE,4.0,2.0,Automatic (AM-S7),45910,3625.0,24.0,0.0,0.0,27.0344,0.0,0.0,0.0,21.3942,27.2,38.3
718 Cayman,Porsche,2023,ICE,4.0,2.0,Automatic (AM-S7),45911,3625.0,24.0,0.0,0.0,27.0344,0.0,0.0,0.0,21.3942,27.2,38.3
718 Boxster S,Porsche,2023,ICE,4.0,2.5,Manual 6-spd,45912,3625.0,21.0,0.0,0.0,24.431,0.0,0.0,0.0,18.7801,23.600000000000005,34.3
718 Boxster S,Porsche,2023,ICE,4.0,2.5,Automatic (AM-S7),45913,3625.0,22.0,0.0,0.0,25.477999999999998,0.0,0.0,0.0,19.22,24.2,35.9
718 Cayman S,Porsche,2023,ICE,4.0,2.5,Manual 6-spd,45914,3625.0,21.0,0.0,0.0,24.431,0.0,0.0,0.0,18.7801,23.600000000000005,34.3
718 Cayman S,Porsche,2023,ICE,4.0,2.5,Automatic (AM-S7),45915,3625.0,22.0,0.0,0.0,25.477999999999998,0.0,0.0,0.0,19.22,24.2,35.9
718 Boxster T,Porsche,2023,ICE,4.0,2.0,Manual 6-spd,45916,3625.0,22.0,0.0,0.0,26.3231,0.0,0.0,0.0,20.0948,25.399999999999995,37.2
718 Boxster T,Porsche,2023,ICE,4.0,2.0,Automatic (AM-S7),45917,3625.0,23.0,0.0,0.0,26.9699,0.0,0.0,0.0,20.9627,26.600000000000005,38.2
718 Cayman T,Porsche,2023,ICE,4.0,2.0,Manual 6-spd,45918,3625.0,22.0,0.0,0.0,26.3231,0.0,0.0,0.0,20.0948,25.399999999999995,37.2
718 Cayman T,Porsche,2023,ICE,4.0,2.0,Automatic (AM-S7),45919,3625.0,23.0,0.0,0.0,26.9699,0.0,0.0,0.0,20.9627,26.600000000000005,38.2
IS 300 AWD,Lexus,2023,ICE,6.0,3.5,Automatic (S6),45924,4000.0,22.0,0.0,0.0,25.9987,0.0,0.0,0.0,19.22,24.2,36.7
IS 350,Lexus,2023,ICE,6.0,3.5,Automatic (S8),45925,4000.0,23.0,0.0,0.0,27.8704,0.0,0.0,0.0,20.0221,25.3,39.6
IS 350 AWD,Lexus,2023,ICE,6.0,3.5,Automatic (S6),45926,4000.0,22.0,0.0,0.0,25.9987,0.0,0.0,0.0,19.22,24.2,36.7
IS 500,Lexus,2023,ICE,8.0,5.0,Automatic (S8),45927,4000.0,20.0,0.0,0.0,25.426,0.0,0.0,0.0,16.6322,20.7,34.6
IS 300,Lexus,2023,ICE,4.0,2.0,Automatic (S8),45928,4000.0,25.0,0.0,0.0,31.1035,0.0,0.0,0.0,21.3224,27.1,44.7
Corolla Hybrid,Toyota,2023,HEV,4.0,1.8,Automatic (variable gear ratios),45929,3442.1428571428573,47.0,0.0,0.0,43.0,0.0,0.0,0.0,50.3846,70.8,64.2
Corolla Hybrid AWD,Toyota,2023,HEV,4.0,1.8,Automatic (variable gear ratios),45930,3442.1428571428573,44.0,0.0,0.0,41.0,0.0,0.0,0.0,47.0,65.5,61.0
Corolla,Toyota,2023,ICE,4.0,2.0,Automatic (AV-S10),45931,3442.1428571428573,35.0,0.0,0.0,41.0,0.0,0.0,0.0,32.0,43.5,62.69939999999999
Elantra N,Hyundai,2023,ICE,4.0,2.0,Automatic (AM-S8),45933,3339.7988505747126,23.0,0.0,0.0,29.6202,0.0,0.0,0.0,19.5079,23.6938,38.6752
Elantra N,Hyundai,2023,ICE,4.0,2.0,Manual 6-spd,45934,3339.7988505747126,25.0,0.0,0.0,30.7233,0.0,0.0,0.0,21.6676,26.4,42.1
ES 350,Lexus,2023,ICE,6.0,3.5,Automatic (S8),45935,4000.0,26.0,0.0,0.0,32.1182,0.0,0.0,0.0,21.822099999999995,27.7974,46.3248
ES 350 F Sport,Lexus,2023,ICE,6.0,3.5,Automatic (S8),45936,4000.0,25.0,0.0,0.0,31.1662,0.0,0.0,0.0,21.6093,27.5,44.79999999999999
Maxima,Nissan,2023,ICE,6.0,3.5,Automatic (AV-S7),45943,3937.5,24.0,0.0,0.0,29.9667,0.0,0.0,0.0,20.0,27.2427,42.8936
Altima,Nissan,2023,ICE,4.0,2.5,Automatic (variable gear ratios),45944,3666.6666666666665,32.0,0.0,0.0,38.646,0.0,0.0,0.0,27.443699999999996,35.864,57.0644
Altima AWD,Nissan,2023,ICE,4.0,2.5,Automatic (variable gear ratios),45945,3666.6666666666665,30.0,0.0,0.0,35.6102,0.0,0.0,0.0,26.1125,33.9163,52.0071
Altima SL/SR,Nissan,2023,ICE,4.0,2.5,Automatic (variable gear ratios),45946,3666.6666666666665,31.0,0.0,0.0,37.4747,0.0,0.0,0.0,27.1962,35.5,55.1
Altima SR,Nissan,2023,ICE,4.0,2.0,Automatic (AV-S8),45947,3666.6666666666665,29.0,0.0,0.0,33.8035,0.0,0.0,0.0,25.4106,32.8988,49.0495
Sienna 2WD,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),45948,5062.5,36.0,0.0,0.0,36.3698,0.0,0.0,0.0,35.7632,48.6406,49.6305
Sienna AWD,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),45949,5062.5,35.0,0.0,0.0,35.6386,0.0,0.0,0.0,34.5397,47.0,48.5008
CR-V FWD,Honda,2023,ICE,4.0,1.5,Automatic (variable gear ratios),45950,3977.6785714285716,30.0,0.0,0.0,33.7689,0.0,0.0,0.0,27.9688,36.6388,48.9932
Telluride FWD,Kia,2023,ICE,6.0,3.8,Automatic (S8),45951,4700.0,23.0,0.0,0.0,26.4527,0.0,0.0,0.0,20.0948,25.4,37.4
CR-V AWD,Honda,2023,ICE,4.0,1.5,Automatic (variable gear ratios),45952,3977.6785714285716,29.0,0.0,0.0,31.7289,0.0,0.0,0.0,26.8552,35.0,45.7
Telluride AWD,Kia,2023,ICE,6.0,3.8,Automatic (S8),45955,4700.0,21.0,0.0,0.0,23.9799,0.0,0.0,0.0,18.3863,23.0648,33.6141
CX-9 4WD,Mazda,2023,ICE,4.0,2.5,Automatic (S6),45956,4750.0,23.0,0.0,0.0,26.0827,0.0,0.0,0.0,20.2959,25.6773,36.8293
QX80 2WD,Infiniti,2023,ICE,8.0,5.6,Automatic (S7),45959,6166.666666666667,16.0,0.0,0.0,19.7602,0.0,0.0,0.0,14.010799999999998,17.2422,27.9876
QX80 4WD,Infiniti,2023,ICE,8.0,5.6,Automatic (S7),45960,6166.666666666667,15.0,0.0,0.0,19.4757,0.0,0.0,0.0,13.0,16.7,27.3
718 Boxster,Porsche,2023,ICE,4.0,2.0,Manual 6-spd,45966,3625.0,22.0,0.0,0.0,24.6935,0.0,0.0,0.0,19.6583,24.8,34.7
718 Boxster GTS,Porsche,2023,ICE,6.0,3.7,Manual 6-spd,45967,3625.0,19.0,0.0,0.0,23.5087,0.0,0.0,0.0,16.8538,21.0,32.9
718 Boxster GTS,Porsche,2023,ICE,6.0,3.7,Automatic (AM-S7),45968,3625.0,21.0,0.0,0.0,24.1023,0.0,0.0,0.0,19.1468,24.100000000000005,33.8
718 Spyder,Porsche,2023,ICE,6.0,3.7,Manual 6-spd,45969,3625.0,19.0,0.0,0.0,23.1778,0.0,0.0,0.0,16.8538,21.0,32.4
718 Spyder,Porsche,2023,ICE,6.0,3.7,Automatic (AM-S7),45970,3625.0,20.0,0.0,0.0,23.7068,0.0,0.0,0.0,18.117,22.7,33.2
718 Cayman GTS,Porsche,2023,ICE,6.0,3.7,Manual 6-spd,45971,3625.0,19.0,0.0,0.0,23.5087,0.0,0.0,0.0,16.8538,21.0,32.9
718 Cayman GTS,Porsche,2023,ICE,6.0,3.7,Automatic (AM-S7),45972,3625.0,21.0,0.0,0.0,24.1023,0.0,0.0,0.0,19.1468,24.100000000000005,33.8
718 Cayman GT4,Porsche,2023,ICE,6.0,3.7,Manual 6-spd,45973,3625.0,19.0,0.0,0.0,22.8462,0.0,0.0,0.0,16.8538,21.0,31.899999999999995
718 Cayman GT4,Porsche,2023,ICE,6.0,3.7,Automatic (AM-S7),45974,3625.0,20.0,0.0,0.0,23.7068,0.0,0.0,0.0,18.117,22.7,33.2
Passport AWD,Honda,2023,ICE,6.0,3.5,Automatic (S9),45978,4500.0,21.0,0.0,0.0,24.4967,0.0,0.0,0.0,19.3663,24.4,34.4
Urus S,Lamborghini,2023,ICE,8.0,4.0,Automatic (S8),45980,5500.0,16.0,0.0,0.0,18.8752,0.0,0.0,0.0,14.1316,17.4,26.0
e-tron quattro,Audi,2023,EV,,,Automatic (A2),45984,6000.0,79.0,0.0,42.8872,79.0402,0.0,0.0,226.0,78.2253,105.6,106.7
e-tron Sportback quattro,Audi,2023,EV,,,Automatic (A2),45987,6000.0,78.0,0.0,43.1722,79.855,0.0,0.0,225.0,76.6697,103.5,107.8
i4 M50 Gran Coupe (19 inch wheels),BMW,2023,EV,,,Automatic (A1),45990,5125.0,96.0,0.0,35.2249,97.8969,0.0,0.0,271.0,93.9483,126.1,131.4
i4 M50 Gran Coupe (20 inch wheels),BMW,2023,EV,,,Automatic (A1),45991,5125.0,80.0,0.0,42.3096,80.2397,0.0,0.0,227.0,79.1967,106.3,107.7
i4 eDrive40 Gran Coupe (18 inch wheels),BMW,2023,EV,,,Automatic (A1),45992,5125.0,109.0,0.0,33.9144,108.4033,0.0,0.0,301.0,109.4538,156.3,154.8
i7 xDrive60 Sedan (19 inch wheels),BMW,2023,EV,,,Automatic (A1),45993,6000.0,89.0,0.0,37.7519,91.64730000000002,0.0,0.0,318.0,87.4328,122.40000000000002,128.3
i7 xDrive60 Sedan (20 inch wheels),BMW,2023,EV,,,Automatic (A1),45994,6000.0,83.0,0.0,40.6332,85.3612,0.0,0.0,296.0,81.0753,113.5,119.5
i7 xDrive60 Sedan (21 inch wheels),BMW,2023,EV,,,Automatic (A1),45995,6000.0,87.0,0.0,38.7578,89.0043,0.0,0.0,308.0,85.3612,119.5,124.59999999999998
iX xDrive50 (20 inch wheels),BMW,2023,EV,,,Automatic (A1),45996,6000.0,86.0,0.0,38.9911,86.6048,0.0,0.0,324.0,86.3105,117.3,117.7
iX xDrive50 (21 inch wheels),BMW,2023,EV,,,Automatic (A1),45997,6000.0,83.0,0.0,40.6757,83.5144,0.0,0.0,305.0,82.3371,111.9,113.5
iX xDrive50 (22 inch wheels),BMW,2023,EV,,,Automatic (A1),45998,6000.0,86.0,0.0,39.2692,85.4275,0.0,0.0,315.0,86.1634,117.1,116.1
Electrified G80,Genesis,2023,EV,,,Automatic (A1),45999,4666.666666666667,97.0,0.0,33.5099,92.47,0.0,0.0,282.0,108.36,154.8,132.1
Kona Electric,Hyundai,2023,EV,,,Automatic (A1),46000,3677.777777777778,120.0,0.0,27.480100000000004,108.84999999999998,0.0,0.0,258.0,136.85,195.5,155.5
I-Pace EV400 (20 inch tires),Jaguar,2023,EV,,,Automatic (A1),46001,5250.0,85.0,0.0,39.4505,81.6706,0.0,0.0,246.0,88.7855,117.3,107.9
I-Pace EV400 (22 inch tires),Jaguar,2023,EV,,,Automatic (A1),46002,5250.0,76.0,0.0,44.6407,72.08,0.0,0.0,217.0,78.5551,110.4,101.3
EV6 AWD GT,Kia,2023,EV,,,Automatic (A1),46003,4700.0,79.0,0.0,42.4438,73.78,0.0,0.0,206.0,84.7,121.0,105.4
EV6 Long Range AWD (19 inch tires),Kia,2023,EV,,,Automatic (A1),46004,4700.0,109.0,0.0,31.059500000000003,97.51,0.0,0.0,282.0,119.55999999999999,170.8,139.3
EV6 Long Range AWD (20 inch tires),Kia,2023,EV,,,Automatic (A1),46005,4700.0,96.0,0.0,34.2496,88.48,0.0,0.0,252.0,108.35999999999999,154.8,126.4
EV6 Long Range RWD,Kia,2023,EV,,,Automatic (A1),46006,4700.0,117.0,0.0,28.036099999999998,103.73999999999998,0.0,0.0,310.0,138.18,197.4,148.2
EV6 Standard Range RWD,Kia,2023,EV,,,Automatic (A1),46007,4700.0,117.0,0.0,28.3108,101.92,0.0,0.0,232.0,138.04,197.2,145.6
Niro Electric,Kia,2023,EV,,,Automatic (A1),46008,3706.439393939394,113.0,0.0,29.2513,102.62,0.0,0.0,253.0,128.1,183.0,146.6
EQS 450 4Matic,Mercedes-Benz,2023,EV,,,Automatic (A1),46009,6300.0,103.0,0.0,31.030399999999997,111.0732,0.0,0.0,340.0,106.69070000000002,141.2,147.0
EQS 450 4Matic (SUV),Mercedes-Benz,2023,EV,,,Automatic (A1),46010,6300.0,78.0,0.0,42.6052,77.7455,0.0,0.0,285.0,80.2627,111.6,108.1
EQS 450 Plus (SUV),Mercedes-Benz,2023,EV,,,Automatic (A1),46011,6300.0,85.0,0.0,39.1151,84.0427,0.0,0.0,305.0,87.99,122.6,117.1
EQS 580 4Matic (SUV),Mercedes-Benz,2023,EV,,,Automatic (A1),46012,6300.0,77.0,0.0,42.0553,77.2313,0.0,0.0,285.0,82.6965,115.0,107.4
ARIYA ENGAGE FWD 63kWh,Nissan,2023,EV,,,Automatic (A1),46013,4833.333333333333,101.0,0.0,33.2574,93.66000000000001,0.0,0.0,216.0,108.64,155.2,133.8
ARIYA EVO Plus/EMP Plus/PRM FWD 87kWh,Nissan,2023,EV,,,Automatic (A1),46014,4833.333333333333,98.0,0.0,34.3726,90.79,0.0,0.0,289.0,104.93,149.9,129.7
ARIYA VENTURE Plus FWD 87kWh,Nissan,2023,EV,,,Automatic (A1),46015,4833.333333333333,103.0,0.0,32.7108,94.78000000000002,0.0,0.0,304.0,110.95,158.5,135.4
LEAF,Nissan,2023,EV,,,Automatic (A1),46016,4062.5,111.0,0.0,30.4264,98.84,0.0,0.0,149.0,122.92,175.6,141.2
LEAF SV,Nissan,2023,EV,,,Automatic (A1),46017,4062.5,109.0,0.0,30.7824,98.07,0.0,0.0,212.0,121.03,172.9,140.1
Taycan 4 Cross Turismo,Porsche,2023,EV,,,Automatic (A2),46018,5431.818181818182,80.0,0.0,42.0106,80.5,0.0,0.0,235.0,80.01,114.3,115.0
Taycan 4S Cross Turismo,Porsche,2023,EV,,,Automatic (A2),46019,5431.818181818182,78.0,0.0,42.7868,78.89,0.0,0.0,230.0,78.68,112.4,112.7
Taycan 4S Perf Battery Plus,Porsche,2023,EV,,,Automatic (A2),46020,5431.818181818182,80.0,0.0,42.2815,80.57,0.0,0.0,235.0,79.03,112.9,115.1
Taycan 4S Performance Battery,Porsche,2023,EV,,,Automatic (A2),46021,5431.818181818182,82.0,0.0,40.4962,83.23,0.0,0.0,206.0,83.23,118.9,118.9
Taycan GTS,Porsche,2023,EV,,,Automatic (A2),46022,5431.818181818182,83.0,0.0,40.6946,82.25,0.0,0.0,246.0,83.3,119.0,117.5
Taycan GTS Sport Turismo,Porsche,2023,EV,,,Automatic (A2),46023,5431.818181818182,80.0,0.0,42.0951,79.8,0.0,0.0,233.0,80.29,114.7,114.0
Taycan Perf Battery Plus,Porsche,2023,EV,,,Automatic (A2),46024,5431.818181818182,82.0,0.0,41.1859,87.64,0.0,0.0,242.0,77.63,110.9,125.2
Taycan Performance Battery,Porsche,2023,EV,,,Automatic (A2),46025,5431.818181818182,83.0,0.0,40.6731,87.78,0.0,0.0,208.0,79.24,113.2,125.4
Taycan Turbo,Porsche,2023,EV,,,Automatic (A2),46026,5431.818181818182,81.0,0.0,41.8137,79.73,0.0,0.0,238.0,81.34,116.2,113.9
Taycan Turbo Cross Turismo,Porsche,2023,EV,,,Automatic (A2),46027,5431.818181818182,79.0,0.0,41.631,79.52,0.0,0.0,233.0,82.18,117.4,113.6
Taycan Turbo S,Porsche,2023,EV,,,Automatic (A2),46028,5431.818181818182,75.0,0.0,44.5214,74.34,0.0,0.0,222.0,76.86,109.8,106.2
Taycan Turbo S Cross Turismo,Porsche,2023,EV,,,Automatic (A2),46029,5431.818181818182,75.0,0.0,44.5214,74.34,0.0,0.0,222.0,76.86,109.8,106.2
Solterra AWD,Subaru,2023,EV,,,Automatic (A1),46030,4750.0,104.0,0.0,30.933900000000005,98.42,0.0,0.0,228.0,119.42,170.6,140.6
Solterra Limited/Touring AWD,Subaru,2023,EV,,,Automatic (A1),46031,4750.0,102.0,0.0,32.1274,95.27,0.0,0.0,222.0,114.38,163.4,136.1
ID.4,Volkswagen,2023,EV,,,Automatic (A1),46032,5000.0,107.0,0.0,31.476700000000005,98.63,0.0,0.0,209.0,115.15000000000002,164.5,140.9
ID.4 AWD Pro,Volkswagen,2023,EV,,,Automatic (A1),46033,5000.0,99.0,0.0,34.1754,92.54,0.0,0.0,255.0,104.23,148.9,132.2
ID.4 AWD Pro S,Volkswagen,2023,EV,,,Automatic (A1),46034,5000.0,99.0,0.0,34.1754,92.54,0.0,0.0,255.0,104.23,148.9,132.2
ID.4 Pro,Volkswagen,2023,EV,,,Automatic (A1),46035,5000.0,107.0,0.0,31.531500000000005,98.28000000000002,0.0,0.0,275.0,115.15000000000002,164.5,140.4
ID.4 Pro S,Volkswagen,2023,EV,,,Automatic (A1),46036,5000.0,107.0,0.0,31.531500000000005,98.28000000000002,0.0,0.0,275.0,115.15000000000002,164.5,140.4
ID.4 S,Volkswagen,2023,EV,,,Automatic (A1),46037,5000.0,107.0,0.0,31.476700000000005,98.63,0.0,0.0,209.0,115.15000000000002,164.5,140.9
LC 500 Convertible,Lexus,2023,ICE,8.0,5.0,Automatic (S10),46039,4750.0,18.0,0.0,0.0,24.8261,0.0,0.0,0.0,14.7421,18.2,34.9023
RC 300 AWD,Lexus,2023,ICE,6.0,3.5,Automatic (S6),46040,4125.0,22.0,0.0,0.0,25.9987,0.0,0.0,0.0,19.22,24.2,36.7
RC 350,Lexus,2023,ICE,6.0,3.5,Automatic (S8),46041,4125.0,23.0,0.0,0.0,27.8704,0.0,0.0,0.0,20.0221,25.3,39.6
RC 350 AWD,Lexus,2023,ICE,6.0,3.5,Automatic (S6),46042,4125.0,22.0,0.0,0.0,25.9987,0.0,0.0,0.0,19.22,24.2,36.7
RC 300,Lexus,2023,ICE,4.0,2.0,Automatic (S8),46043,4125.0,25.0,0.0,0.0,31.1035,0.0,0.0,0.0,21.3224,27.1,44.7
LC 500,Lexus,2023,ICE,8.0,5.0,Automatic (S10),46044,4750.0,19.0,0.0,0.0,24.5689,0.0,0.0,0.0,15.5764,19.3,34.51
Civic 4Dr,Honda,2023,ICE,4.0,1.5,Automatic (variable gear ratios),46051,3367.5925925925926,36.0,0.0,0.0,41.6035,0.0,0.0,0.0,32.8942,44.0943,62.1
Civic 4Dr,Honda,2023,ICE,4.0,1.5,Automatic (AV-S7),46052,3367.5925925925926,34.0,0.0,0.0,38.3105,0.0,0.0,0.0,31.0089,41.2,56.5
Civic 4Dr,Honda,2023,ICE,4.0,1.5,Manual 6-spd,46053,3367.5925925925926,31.0,0.0,0.0,37.0,0.0,0.0,0.0,27.4002,35.8,56.29999999999999
Civic 4Dr,Honda,2023,ICE,4.0,2.0,Automatic (AV-S7),46054,3367.5925925925926,33.0,0.0,0.0,37.4747,0.0,0.0,0.0,30.2174,40.0,55.1
RDX FWD,Acura,2023,ICE,4.0,2.0,Automatic (S10),46062,4218.75,24.0,0.0,0.0,28.2546,0.0,0.0,0.0,22.2521,28.4,40.2
RDX FWD A-SPEC,Acura,2023,ICE,4.0,2.0,Automatic (S10),46063,4218.75,24.0,0.0,0.0,26.8377,0.0,0.0,0.0,21.5376,27.4,39.8
CR-V Hybrid FWD,Honda,2023,HEV,4.0,2.0,Automatic (variable gear ratios),46064,3977.6785714285716,40.0,0.0,0.0,36.0,0.0,0.0,0.0,43.2731,61.0,54.7478
Sorento FWD,Kia,2023,ICE,4.0,2.5,Automatic (S8),46065,4420.833333333333,26.0,0.0,0.0,29.1395,0.0,0.0,0.0,24.1573,31.0983,44.9
Sorento FWD,Kia,2023,ICE,4.0,2.5,Automatic (AM-S8),46066,4420.833333333333,25.0,0.0,0.0,28.5984,0.0,0.0,0.0,22.441,28.6654,40.7383
RAV4,Toyota,2023,ICE,4.0,2.5,Automatic (S8),46067,4003.4722222222226,30.0,0.0,0.0,34.8146,0.0,0.0,0.0,26.7869,34.9,50.70000000000001
RDX AWD,Acura,2023,ICE,4.0,2.0,Automatic (S10),46069,4218.75,23.0,0.0,0.0,27.4851,0.0,0.0,0.0,21.3942,27.2,39.0
RDX AWD A-SPEC,Acura,2023,ICE,4.0,2.0,Automatic (S10),46070,4218.75,23.0,0.0,0.0,25.8195,0.0,0.0,0.0,20.8483,26.4413,38.3945
CR-V Hybrid AWD,Honda,2023,HEV,4.0,2.0,Automatic (variable gear ratios),46071,3977.6785714285716,37.0,0.0,0.0,34.0802,0.0,0.0,0.0,40.3712,56.1,49.5
Sorento AWD,Kia,2023,ICE,4.0,2.5,Automatic (S8),46072,4420.833333333333,24.0,0.0,0.0,25.4439,0.0,0.0,0.0,23.3858,30.0,40.8
Sorento AWD,Kia,2023,ICE,4.0,2.5,Automatic (AM-S8),46073,4420.833333333333,24.0,0.0,0.0,27.0344,0.0,0.0,0.0,21.6093,27.5,38.3
RAV4 AWD,Toyota,2023,ICE,4.0,2.5,Automatic (S8),46074,4003.4722222222226,28.0,0.0,0.0,32.9713,0.0,0.0,0.0,24.7171,31.899999999999995,47.70000000000001
